payment_id,order_id,payment_date,payment_method,payment_status,amount_paid,transaction_fee,refund_amount
PAY1088759,ORD1088759,12/27/2025,Debit Card,Success,3913.14,0,0
PAY1088760,ORD1088760,12/22/2024,,Success,16487.52,0,0
PAY1088761,ORD1088761,12/15/2024,UPI,,18198.18,0,0
PAY1088762,ORD1088762,7/17/2024,UPI,Refunded,1996.89,0,1996.89
PAY1088763,ORD1088763,9/9/2025,,Success,1232.38,0,0
PAY1088764,ORD1088764,11/9/2023,UPI,,23704.85,0,0
PAY1088765,ORD1088765,12/26/2025,Wallet,Success,25435.73,,0
PAY1088766,ORD1088766,,,Success,1011.15,0,0
,ORD1088767,4/13/2024,,,5171.78,0,0
PAY1088768,,9/23/2023,UPI,Success,122246.46,0,0
,ORD1088769,11/16/2025,Wallet,Success,20111.02,100.56,0
PAY1088770,ORD1088770,11/24/2023,,,8718.73,0,0
,ORD1088771,9/8/2023,UPI,Success,2052.75,0,
PAY1088772,ORD1088772,,UPI,Success,189.7,0,0
PAY1088773,ORD1088773,9/16/2025,UPI,Success,17797.5,0,0
PAY1088774,ORD1088774,11/10/2023,Net Banking,Success,1463.7,0,
,ORD1088775,1/22/2025,,Success,8988.11,0,0
PAY1088776,ORD1088776,,UPI,Success,,0,
PAY1088777,ORD1088777,12/18/2025,Credit Card,Failed,0,0,0
PAY1088778,ORD1088778,11/2/2023,,Success,18631.41,0,0
PAY1088779,ORD1088779,6/5/2023,,Success,15786.54,0,
PAY1088780,ORD1088780,10/29/2025,Cash on Delivery,,22317.12,0,0
PAY1088781,ORD1088781,3/24/2024,Pay Later,Success,3410.4,0,0
PAY1088782,ORD1088782,5/20/2025,Cash on Delivery,Not Charged,0,0,0
PAY1088783,ORD1088783,12/24/2025,Credit Card,Success,4240.42,63.61,0
PAY1088784,ORD1088784,,Debit Card,Success,,0,0
,ORD1088785,11/18/2024,Wallet,Success,572.02,2.86,0
PAY1088786,ORD1088786,,UPI,Success,8076.18,0,0
PAY1088787,ORD1088787,12/13/2024,Net Banking,Success,,0,0
PAY1088788,ORD1088788,7/7/2024,Credit Card,Success,10648.58,159.73,0
PAY1088789,ORD1088789,3/24/2023,Cash on Delivery,Refunded,26571.2,0,26571.2
PAY1088790,ORD1088790,7/16/2023,Debit Card,Success,,0,0
PAY1088791,ORD1088791,,Cash on Delivery,Success,7648.52,0,0
,ORD1088792,,UPI,Success,1262.94,0,0
,ORD1088793,7/4/2024,,Success,12455.1,186.83,
PAY1088794,ORD1088794,8/12/2023,,Success,40999.98,0,0
PAY1088795,ORD1088795,,Credit Card,Success,3440.96,51.61,0
PAY1088796,ORD1088796,3/16/2025,UPI,Success,7623,0,
PAY1088797,ORD1088797,12/30/2025,Credit Card,Pending,0,0,0
PAY1088798,ORD1088798,10/17/2023,Net Banking,,8232,0,0
PAY1088799,ORD1088799,10/10/2023,Debit Card,,15969.56,0,0
,ORD1088800,12/26/2023,UPI,Success,53602.5,0,
PAY1088801,ORD1088801,8/15/2025,UPI,Success,6069,0,0
PAY1088802,ORD1088802,12/14/2023,Net Banking,Refunded,,0,3696
PAY1088803,ORD1088803,5/6/2024,Cash on Delivery,Success,2891.7,0,0
PAY1088804,ORD1088804,,Net Banking,Success,10813.64,,0
PAY1088805,ORD1088805,,,,134543.85,0,
PAY1088806,ORD1088806,,Pay Later,Refunded,6942.18,0,6942.18
,ORD1088807,3/15/2025,,Success,69619.41,0,0
PAY1088808,ORD1088808,10/26/2025,Credit Card,Success,8552.67,128.29,
,ORD1088809,10/5/2025,Cash on Delivery,Refunded,,0,21421.36
PAY1088810,ORD1088810,3/12/2023,,Success,2246.53,0,0
PAY1088811,ORD1088811,3/12/2023,,Success,7746.48,0,
PAY1088812,ORD1088812,10/21/2024,,,,0,0
PAY1088813,ORD1088813,5/20/2025,,Success,,11.84,0
PAY1088814,ORD1088814,1/19/2025,Debit Card,Success,,0,0
PAY1088815,ORD1088815,12/10/2024,EMI,Success,,25.8,0
PAY1088816,ORD1088816,5/4/2023,Cash on Delivery,Success,2061.31,0,0
,ORD1088817,7/5/2023,,Refunded,2204.48,0,2204.48
PAY1088818,ORD1088818,,EMI,Success,7224,108.36,0
PAY1088819,ORD1088819,,UPI,Success,3440.96,0,0
PAY1088820,ORD1088820,12/29/2025,Cash on Delivery,Success,1185.98,0,0
PAY1088821,ORD1088821,12/20/2025,Cash on Delivery,Success,,0,0
,ORD1088822,10/2/2023,,Success,1767.57,0,0
PAY1088823,ORD1088823,12/18/2023,UPI,Failed,0,0,0
PAY1088824,ORD1088824,2/26/2023,,Success,6456.45,96.85,0
PAY1088825,ORD1088825,12/9/2023,Debit Card,Success,4345.32,0,0
,ORD1088826,11/29/2023,,Success,5034.75,0,
PAY1088827,ORD1088827,10/21/2025,Credit Card,,21697.2,325.46,21697.2
PAY1088828,ORD1088828,3/21/2025,Wallet,Success,51313.5,256.57,0
PAY1088829,ORD1088829,9/10/2024,Net Banking,Success,27776.28,0,0
PAY1088830,ORD1088830,10/23/2025,,Refunded,4315.45,0,4315.45
PAY1088831,ORD1088831,12/6/2025,UPI,Refunded,6052.25,0,6052.25
,ORD1088832,10/13/2025,UPI,Success,11229.75,0,0
PAY1088833,ORD1088833,12/1/2025,UPI,Success,,0,0
PAY1088834,ORD1088834,10/7/2025,Net Banking,Success,8526,0,0
PAY1088835,ORD1088835,,Credit Card,Success,3543.12,53.15,0
PAY1088836,ORD1088836,8/24/2025,,Success,14887.42,,0
PAY1088837,ORD1088837,3/31/2025,,Success,1654.8,0,
PAY1088838,ORD1088838,8/28/2023,,Success,19412.4,291.19,0
PAY1088839,ORD1088839,,Credit Card,Success,4264.78,63.97,0
PAY1088840,ORD1088840,10/2/2025,UPI,Success,2594.45,0,0
PAY1088841,ORD1088841,8/5/2023,UPI,Success,3755.43,0,
PAY1088842,ORD1088842,7/10/2025,,Success,9438.19,,0
PAY1088843,ORD1088843,5/23/2023,Debit Card,Success,4126.6,0,0
PAY1088844,ORD1088844,5/30/2025,,Success,7279.34,,0
PAY1088845,ORD1088845,3/5/2024,,Success,5418.32,0,0
PAY1088846,ORD1088846,12/31/2024,Debit Card,,5949.51,0,0
PAY1088847,ORD1088847,11/23/2025,,Success,10626.74,53.13,0
PAY1088848,ORD1088848,1/29/2025,UPI,Refunded,9204.93,0,9204.93
PAY1088849,ORD1088849,10/23/2024,UPI,Success,14345.1,0,0
PAY1088850,ORD1088850,,UPI,,,0,0
PAY1088851,ORD1088851,,,,3552.15,0,0
PAY1088852,ORD1088852,,Cash on Delivery,Success,9647.92,0,0
PAY1088853,ORD1088853,6/1/2024,Debit Card,Success,5610.47,0,0
PAY1088854,ORD1088854,12/27/2025,EMI,Success,122.5,1.84,0
PAY1088855,ORD1088855,10/26/2025,Debit Card,Refunded,,0,3459.96
PAY1088856,ORD1088856,10/5/2025,Cash on Delivery,Success,26420.31,0,0
PAY1088857,ORD1088857,11/26/2025,Wallet,Refunded,7149.03,35.75,7149.03
PAY1088858,ORD1088858,3/10/2025,Cash on Delivery,,3836.7,0,
PAY1088859,ORD1088859,10/5/2025,,Success,13080.38,0,0
PAY1088860,ORD1088860,8/16/2025,UPI,Refunded,35058.98,0,35058.98
PAY1088861,ORD1088861,,,,6543.6,,0
PAY1088862,ORD1088862,3/27/2023,,Success,3687.6,0,0
,ORD1088863,11/12/2023,Pay Later,Success,37287.6,0,0
PAY1088864,ORD1088864,3/17/2024,Cash on Delivery,Refunded,7201.95,0,7201.95
PAY1088865,ORD1088865,5/22/2025,,Success,49128.66,736.93,0
PAY1088866,ORD1088866,6/30/2024,,Success,1158.36,,
PAY1088867,ORD1088867,11/30/2025,UPI,Success,5696.46,0,0
PAY1088868,ORD1088868,9/8/2025,,Success,,0,0
PAY1088869,ORD1088869,10/20/2023,Cash on Delivery,Success,3668.91,0,0
PAY1088870,ORD1088870,,UPI,Success,4313.61,0,0
PAY1088871,ORD1088871,,,Success,,0,0
PAY1088872,ORD1088872,,Cash on Delivery,,8156.4,0,0
PAY1088873,ORD1088873,6/12/2025,UPI,,,0,0
PAY1088874,ORD1088874,5/17/2023,UPI,Success,17390.1,0,0
PAY1088875,ORD1088875,11/15/2025,,,2601.9,13.01,2601.9
PAY1088876,ORD1088876,12/21/2025,,Success,15543.99,0,0
PAY1088877,ORD1088877,,UPI,Success,,0,0
PAY1088878,ORD1088878,10/20/2025,Cash on Delivery,Success,549.78,0,0
PAY1088879,ORD1088879,12/15/2025,,,7169.92,0,0
PAY1088880,ORD1088880,,Credit Card,Failed,,0,0
PAY1088881,ORD1088881,9/25/2023,,Success,82569.64,1238.54,0
PAY1088882,ORD1088882,,EMI,,441.67,6.63,0
PAY1088883,ORD1088883,2/5/2023,Debit Card,Success,,0,0
PAY1088884,ORD1088884,12/5/2023,Credit Card,Success,4705.47,70.58,0
PAY1088885,ORD1088885,10/16/2025,Wallet,Success,2489.34,12.45,0
,ORD1088886,,,Success,29841.21,0,0
PAY1088887,ORD1088887,5/19/2025,UPI,Failed,,,0
PAY1088888,ORD1088888,7/8/2024,UPI,Success,2748.64,0,
PAY1088889,ORD1088889,,,Success,8274,0,
PAY1088890,ORD1088890,,Cash on Delivery,,44788.59,0,
PAY1088891,ORD1088891,4/1/2025,Debit Card,,145972.58,0,0
,ORD1088892,8/13/2025,UPI,Success,4073,0,
PAY1088893,ORD1088893,6/12/2025,UPI,Success,1857.24,0,0
PAY1088894,ORD1088894,10/17/2023,UPI,Success,5556.02,,0
PAY1088895,ORD1088895,11/16/2023,UPI,Success,1974,0,0
PAY1088896,ORD1088896,5/26/2025,Debit Card,Success,11009.25,0,
PAY1088897,ORD1088897,10/9/2024,,,,0,0
PAY1088898,,8/7/2025,Wallet,Failed,0,0,0
PAY1088899,ORD1088899,12/7/2025,,Success,9942.5,149.14,0
PAY1088900,ORD1088900,12/2/2025,,Success,26896.8,0,0
PAY1088901,ORD1088901,12/3/2023,,Success,50317.26,754.76,0
PAY1088902,ORD1088902,8/29/2025,Cash on Delivery,Not Charged,0,,0
PAY1088903,,11/24/2024,,Refunded,37083.48,556.25,37083.48
PAY1088904,ORD1088904,,Net Banking,Success,59217.48,,0
PAY1088905,ORD1088905,12/31/2025,UPI,Success,240.75,0,0
PAY1088906,ORD1088906,7/10/2025,UPI,Success,2520,0,0
PAY1088907,ORD1088907,7/6/2024,Cash on Delivery,Success,86879.94,0,0
PAY1088908,ORD1088908,,Pay Later,Failed,0,0,0
PAY1088909,ORD1088909,,,Success,6722.94,0,0
PAY1088910,ORD1088910,9/2/2024,Net Banking,Success,5367.6,0,0
PAY1088911,ORD1088911,8/4/2025,Net Banking,Success,,0,0
PAY1088912,ORD1088912,7/26/2023,UPI,,39224.75,0,
PAY1088913,ORD1088913,,UPI,Success,15280.65,0,0
PAY1088914,ORD1088914,,Wallet,,1798.91,,0
PAY1088915,ORD1088915,12/28/2025,,Success,,0,0
PAY1088916,ORD1088916,,Credit Card,Success,,13.75,0
PAY1088917,ORD1088917,9/25/2025,UPI,Success,1008,,0
PAY1088918,ORD1088918,9/15/2023,,Success,1199.73,18,0
PAY1088919,ORD1088919,6/20/2025,UPI,Success,8969.73,0,0
PAY1088920,ORD1088920,11/15/2023,,Not Charged,0,0,0
PAY1088921,ORD1088921,6/8/2023,UPI,Success,26191.2,0,0
PAY1088922,ORD1088922,10/22/2025,,Success,22187.34,332.81,0
PAY1088923,ORD1088923,12/27/2024,UPI,Success,25578,0,0
PAY1088924,ORD1088924,4/6/2024,,Success,,0,0
PAY1088925,ORD1088925,6/7/2023,,Success,31886.19,0,0
PAY1088926,ORD1088926,11/3/2025,Cash on Delivery,,234104.85,0,0
PAY1088927,ORD1088927,9/7/2023,UPI,Refunded,8041.64,0,8041.64
PAY1088928,ORD1088928,4/16/2023,,Success,3780,0,
PAY1088929,ORD1088929,5/1/2023,UPI,Success,39359.25,0,0
PAY1088930,ORD1088930,12/19/2025,Cash on Delivery,Success,3528,0,0
PAY1088931,ORD1088931,,UPI,Success,27051.78,0,0
PAY1088932,ORD1088932,2/26/2024,UPI,Refunded,31300.5,0,31300.5
PAY1088933,ORD1088933,6/14/2024,,Success,35177,527.66,0
PAY1088934,ORD1088934,4/1/2024,,Refunded,1478.4,0,
PAY1088935,ORD1088935,9/24/2025,Net Banking,,72544.34,0,72544.34
PAY1088936,ORD1088936,6/13/2024,,Success,,0,0
PAY1088937,ORD1088937,10/19/2025,,Success,9156,137.34,0
PAY1088938,ORD1088938,6/22/2023,UPI,Success,4049.85,,
PAY1088939,ORD1088939,,Credit Card,Failed,0,0,0
PAY1088940,ORD1088940,10/10/2023,Net Banking,Success,46840.82,0,
PAY1088941,ORD1088941,,,,2518.53,0,0
PAY1088942,ORD1088942,5/30/2023,,Success,20630.19,0,0
,ORD1088943,11/5/2024,,Success,,0,0
PAY1088944,ORD1088944,11/27/2024,Credit Card,Success,74632.95,1119.49,0
PAY1088945,ORD1088945,7/28/2024,,Success,5317.2,0,0
PAY1088946,ORD1088946,,UPI,Success,108651.38,0,0
PAY1088947,ORD1088947,6/9/2023,,Success,9996.68,49.98,0
PAY1088948,ORD1088948,4/26/2023,Net Banking,Success,2664.9,0,0
PAY1088949,ORD1088949,5/15/2025,,Success,84623.49,0,0
PAY1088950,ORD1088950,9/13/2025,,Success,6538.04,0,0
PAY1088951,ORD1088951,7/17/2023,,,27829.15,417.44,0
PAY1088952,ORD1088952,11/2/2025,,Success,19572,0,0
PAY1088953,ORD1088953,12/24/2025,Credit Card,Failed,0,0,0
PAY1088954,ORD1088954,4/16/2023,Debit Card,Success,5299.88,0,0
PAY1088955,ORD1088955,10/8/2025,Credit Card,Success,61022.9,,0
PAY1088956,ORD1088956,,,Success,5596.5,0,0
PAY1088957,ORD1088957,12/28/2025,UPI,Success,5486.25,0,
PAY1088958,ORD1088958,8/7/2023,,Success,600.92,0,0
PAY1088959,ORD1088959,8/19/2023,,Refunded,14479.5,0,14479.5
PAY1088960,ORD1088960,2/18/2025,Cash on Delivery,,127284.57,0,0
PAY1088961,ORD1088961,12/24/2025,,Success,818.37,0,0
PAY1088962,ORD1088962,6/4/2025,,Success,83497.68,0,0
,ORD1088963,11/29/2025,UPI,,8595.56,0,0
PAY1088964,ORD1088964,11/5/2023,Credit Card,Success,77106.75,1156.6,0
PAY1088965,ORD1088965,12/19/2023,,Success,6174.79,0,0
,ORD1088966,1/18/2025,,Success,2254.35,,0
PAY1088967,ORD1088967,9/10/2025,,Failed,,0,0
PAY1088968,ORD1088968,,,Success,22043.39,330.65,0
PAY1088969,ORD1088969,8/23/2023,,,185178,0,0
PAY1088970,ORD1088970,8/27/2023,UPI,,18954.39,0,
PAY1088971,ORD1088971,9/28/2024,,Success,5919.32,0,0
PAY1088972,ORD1088972,12/29/2025,,,42481.53,,0
PAY1088973,ORD1088973,5/5/2024,UPI,Success,2841.62,0,0
PAY1088974,ORD1088974,,,Success,,,0
PAY1088975,ORD1088975,12/26/2025,Debit Card,Refunded,630,0,630
PAY1088976,ORD1088976,10/28/2023,Credit Card,Success,683.55,10.25,0
PAY1088977,ORD1088977,12/1/2023,,Success,5128.2,0,0
PAY1088978,ORD1088978,10/12/2023,UPI,Success,28248.89,0,
PAY1088979,ORD1088979,6/10/2024,Wallet,Success,27896.4,139.48,0
PAY1088980,ORD1088980,,UPI,,26737.2,0,
PAY1088981,ORD1088981,6/9/2023,Debit Card,Success,4515,0,
PAY1088982,ORD1088982,10/28/2025,,Success,17333.5,260,0
PAY1088983,ORD1088983,5/21/2023,Credit Card,Success,16506.32,247.59,
PAY1088984,ORD1088984,,,Success,75529.12,0,0
PAY1088985,,6/3/2023,Debit Card,Success,,0,
,ORD1088986,2/22/2025,,,20145.14,302.18,0
,ORD1088987,7/5/2024,Credit Card,,3709.12,55.64,
PAY1088988,ORD1088988,12/3/2025,,Success,42981.75,0,0
PAY1088989,ORD1088989,8/7/2023,Credit Card,Success,21943.42,329.15,
PAY1088990,ORD1088990,6/14/2025,UPI,Success,2718.03,0,0
PAY1088991,ORD1088991,,UPI,Success,,0,0
PAY1088992,ORD1088992,6/30/2025,UPI,,72710.08,0,0
PAY1088993,ORD1088993,,Credit Card,Refunded,12646.1,189.69,12646.1
,ORD1088994,10/18/2025,,,8190,0,0
PAY1088995,ORD1088995,8/11/2023,,Success,56983.5,0,0
PAY1088996,ORD1088996,10/29/2025,,Success,2957.85,0,0
PAY1088997,ORD1088997,,,Success,43394.4,,0
PAY1088998,ORD1088998,4/5/2023,,Success,19281.99,,0
PAY1088999,ORD1088999,3/22/2023,,Success,5100.06,76.5,0
PAY1089000,ORD1089000,12/13/2023,Debit Card,Failed,0,0,0
PAY1089001,ORD1089001,12/30/2025,,Pending,,0,0
PAY1089002,ORD1089002,12/9/2024,Credit Card,Success,2084.99,31.27,0
PAY1089003,ORD1089003,10/21/2023,,Success,151683,,
PAY1089004,ORD1089004,2/4/2023,,Success,146606.78,0,
PAY1089005,ORD1089005,10/24/2023,,,122202.68,0,0
PAY1089006,,7/21/2023,,Success,47709.06,0,0
PAY1089007,ORD1089007,10/26/2025,,Refunded,2513.7,12.57,2513.7
PAY1089008,ORD1089008,,UPI,Success,12779.81,0,0
,ORD1089009,12/20/2024,,Success,12409.27,0,0
PAY1089010,ORD1089010,5/22/2023,,Success,12098.2,,0
PAY1089011,ORD1089011,8/3/2025,,Success,,0,0
PAY1089012,ORD1089012,7/2/2025,UPI,Success,11610.9,0,0
PAY1089013,ORD1089013,4/17/2024,Cash on Delivery,,767.34,0,0
PAY1089014,ORD1089014,12/30/2025,Cash on Delivery,Success,29633.84,0,0
PAY1089015,ORD1089015,11/10/2023,,,4621.47,0,0
PAY1089016,ORD1089016,2/15/2024,UPI,Success,77343.84,0,0
PAY1089017,ORD1089017,4/7/2025,UPI,Success,4795.88,0,0
PAY1089018,ORD1089018,6/12/2023,Debit Card,Success,3138.45,0,
PAY1089019,ORD1089019,12/2/2024,,Success,60021.15,0,0
PAY1089020,ORD1089020,5/22/2023,,,9846.27,,0
PAY1089021,ORD1089021,9/25/2023,,Failed,0,0,0
PAY1089022,ORD1089022,5/1/2025,,Success,19858.12,,0
PAY1089023,ORD1089023,2/25/2023,EMI,,1333.5,20,0
PAY1089024,ORD1089024,8/3/2023,,Success,2703.22,13.52,0
PAY1089025,ORD1089025,7/4/2024,Cash on Delivery,Success,3024,,0
PAY1089026,ORD1089026,12/28/2024,,Success,1422.7,,0
PAY1089027,ORD1089027,6/11/2025,UPI,Success,32787.62,,0
PAY1089028,ORD1089028,9/28/2025,,Success,,0,0
PAY1089029,ORD1089029,6/24/2025,Debit Card,Failed,0,0,0
PAY1089030,ORD1089030,10/14/2023,,,30810.15,0,0
PAY1089031,ORD1089031,6/25/2025,Credit Card,Success,8316,124.74,0
,ORD1089032,4/11/2024,UPI,Success,41476.16,0,0
,ORD1089033,5/23/2023,Net Banking,Success,,0,0
PAY1089034,ORD1089034,,Cash on Delivery,Success,49140,0,
PAY1089035,ORD1089035,4/30/2024,,Success,11772.81,0,0
PAY1089036,ORD1089036,6/2/2025,UPI,Success,,0,0
PAY1089037,ORD1089037,4/18/2025,Credit Card,Success,9716.7,145.75,0
PAY1089038,ORD1089038,12/31/2024,,,,0,0
PAY1089039,ORD1089039,11/16/2025,Cash on Delivery,Not Charged,0,0,0
PAY1089040,ORD1089040,11/15/2025,Debit Card,Success,8526,0,0
PAY1089041,ORD1089041,,,,0,0,
PAY1089042,ORD1089042,3/20/2025,Debit Card,,13211.94,0,0
PAY1089043,ORD1089043,11/13/2023,Debit Card,Refunded,8734.32,0,8734.32
PAY1089044,ORD1089044,6/27/2024,UPI,Success,100018.8,0,0
PAY1089045,,11/10/2025,,,2350.53,0,0
PAY1089046,ORD1089046,11/20/2025,,Success,16083.16,0,
PAY1089047,ORD1089047,11/4/2024,,Success,,0,0
PAY1089048,ORD1089048,3/21/2025,EMI,Success,,217.25,0
PAY1089049,ORD1089049,,Pay Later,Success,6105.96,0,0
PAY1089050,ORD1089050,5/17/2025,Debit Card,Success,51607.4,0,0
PAY1089051,ORD1089051,,Cash on Delivery,Success,25072.37,0,0
PAY1089052,ORD1089052,12/25/2024,Wallet,Success,741.83,3.71,0
PAY1089053,ORD1089053,9/6/2024,Cash on Delivery,Not Charged,0,0,0
PAY1089054,ORD1089054,,,Success,7305.9,0,0
PAY1089055,ORD1089055,,,Success,8473.5,0,0
PAY1089056,ORD1089056,,Debit Card,Success,,0,0
PAY1089057,ORD1089057,7/13/2024,Debit Card,Refunded,1474.2,0,1474.2
PAY1089058,ORD1089058,4/29/2025,UPI,,9976.52,,0
PAY1089059,ORD1089059,9/22/2024,UPI,Success,419.2,,0
PAY1089060,ORD1089060,12/30/2025,Net Banking,Success,,,0
PAY1089061,ORD1089061,11/27/2025,UPI,Failed,0,0,0
PAY1089062,ORD1089062,11/27/2025,UPI,Success,10520.26,0,0
PAY1089063,ORD1089063,5/29/2024,,Failed,0,0,
,ORD1089064,,,,0,0,0
PAY1089065,ORD1089065,11/25/2024,Net Banking,Success,14971.37,0,0
PAY1089066,ORD1089066,,,Success,13379.94,0,0
PAY1089067,ORD1089067,,,Pending,0,0,0
PAY1089068,ORD1089068,,,Success,4685.62,0,
PAY1089069,ORD1089069,9/7/2024,Debit Card,Success,4293.45,0,0
,ORD1089070,9/21/2025,,Success,,148.47,
PAY1089071,ORD1089071,3/5/2024,Credit Card,,14441.7,216.63,14441.7
PAY1089072,ORD1089072,1/22/2024,,Success,29752.9,0,0
PAY1089073,ORD1089073,8/5/2025,Debit Card,Success,66748.5,0,0
PAY1089074,ORD1089074,12/7/2023,,Success,58799.16,0,
PAY1089075,ORD1089075,12/9/2025,Cash on Delivery,,0,0,0
PAY1089076,ORD1089076,4/20/2025,Wallet,Success,365.58,1.83,
PAY1089077,ORD1089077,10/20/2024,,Success,11918.13,0,0
PAY1089078,ORD1089078,1/23/2024,Wallet,Success,8349.6,41.75,0
PAY1089079,ORD1089079,4/24/2025,,Success,28324.8,424.87,0
PAY1089080,ORD1089080,,,Success,17569.55,0,0
PAY1089081,ORD1089081,2/8/2025,Credit Card,Success,5319.3,79.79,
,ORD1089082,7/20/2024,,Success,33099.99,0,0
PAY1089083,ORD1089083,5/12/2023,,Success,,0,0
PAY1089084,ORD1089084,6/2/2023,Credit Card,Success,10899.21,163.49,
PAY1089085,ORD1089085,4/14/2025,,,181649.48,2724.74,0
PAY1089086,ORD1089086,6/27/2023,UPI,Refunded,41125.77,0,
,ORD1089087,,Gift Card,Failed,0,0,0
PAY1089088,ORD1089088,12/24/2025,UPI,Success,88764.27,0,0
PAY1089089,ORD1089089,3/26/2025,Gift Card,Success,2543.31,0,0
,ORD1089090,,,Success,41106.24,616.59,
PAY1089091,ORD1089091,11/25/2025,Wallet,Success,15052.33,75.26,0
,ORD1089092,8/24/2025,,Success,113427.62,0,
PAY1089093,ORD1089093,11/30/2024,,Success,29295.42,,0
PAY1089094,ORD1089094,5/24/2025,,,6681.15,0,0
PAY1089095,ORD1089095,2/25/2024,Credit Card,Success,2436,36.54,0
PAY1089096,ORD1089096,7/9/2025,Cash on Delivery,Success,4483.5,0,0
PAY1089097,ORD1089097,,,Success,,0,
PAY1089098,ORD1089098,5/30/2023,Credit Card,Success,966,14.49,0
PAY1089099,ORD1089099,11/8/2025,,Success,,0,0
PAY1089100,ORD1089100,8/23/2024,,Success,,172.3,0
PAY1089101,ORD1089101,11/13/2024,UPI,Success,3113.14,0,
PAY1089102,ORD1089102,,,Success,25890.53,0,0
PAY1089103,ORD1089103,,,Failed,0,0,0
PAY1089104,ORD1089104,8/10/2023,,Refunded,,4,800.42
,ORD1089105,10/14/2025,UPI,Success,,0,0
PAY1089106,ORD1089106,8/1/2023,Cash on Delivery,Success,3564.75,0,0
PAY1089107,ORD1089107,5/28/2023,,,12146.72,,12146.72
PAY1089108,ORD1089108,5/6/2024,Cash on Delivery,Refunded,264523.61,0,264523.61
PAY1089109,ORD1089109,,,Success,1270.5,,0
PAY1089110,ORD1089110,6/2/2025,,Success,,237.04,
PAY1089111,ORD1089111,,,Success,,0,0
PAY1089112,ORD1089112,,UPI,Success,19708.97,0,0
PAY1089113,ORD1089113,11/8/2023,,Success,4754.4,0,0
,ORD1089114,11/25/2024,Net Banking,Success,27930.21,0,0
PAY1089115,ORD1089115,10/5/2025,,Refunded,6157.62,0,6157.62
PAY1089116,ORD1089116,11/2/2024,,Success,51708.72,0,
PAY1089117,ORD1089117,,Debit Card,Success,7068.13,0,0
PAY1089118,ORD1089118,12/29/2025,Net Banking,,33015.15,0,
PAY1089119,ORD1089119,9/28/2023,,Refunded,154008.64,0,154008.64
PAY1089120,ORD1089120,4/20/2025,,Failed,0,0,0
PAY1089121,ORD1089121,5/12/2025,Debit Card,Failed,0,0,
PAY1089122,ORD1089122,6/18/2023,UPI,Success,38199,0,0
PAY1089123,ORD1089123,8/15/2025,Debit Card,,1181.25,0,0
PAY1089124,ORD1089124,11/15/2023,,Success,8297.52,124.46,
PAY1089125,ORD1089125,12/19/2024,,,12187.35,0,0
PAY1089126,ORD1089126,,Net Banking,,11449.15,,0
PAY1089127,ORD1089127,,Wallet,Success,4442.92,22.21,0
,ORD1089128,4/29/2023,Debit Card,Failed,0,0,0
PAY1089129,ORD1089129,10/31/2025,,Success,3620.92,0,0
PAY1089130,ORD1089130,11/23/2023,,Success,57253.77,0,0
PAY1089131,ORD1089131,,,Success,140280,0,0
PAY1089132,,3/24/2025,UPI,Success,9651.92,0,0
PAY1089133,ORD1089133,4/30/2024,UPI,Refunded,24990,0,24990
PAY1089134,ORD1089134,,,Success,12272.4,184.09,0
PAY1089135,ORD1089135,9/28/2025,UPI,Failed,,0,0
PAY1089136,ORD1089136,,UPI,,10511.66,0,0
PAY1089137,ORD1089137,6/16/2023,,Success,45440.38,681.61,0
PAY1089138,ORD1089138,,UPI,Success,,,0
PAY1089139,ORD1089139,6/7/2025,,Success,3803.52,19.02,0
,ORD1089140,12/23/2025,,Success,14876.4,0,0
PAY1089141,ORD1089141,,,Success,2695.14,0,0
PAY1089142,ORD1089142,,,Success,14656.95,0,0
PAY1089143,ORD1089143,,,Success,,522.35,0
,ORD1089144,8/28/2025,UPI,Failed,0,0,0
PAY1089145,ORD1089145,3/14/2025,,Refunded,5956.44,0,5956.44
PAY1089146,ORD1089146,7/1/2024,,Success,3096.24,,
PAY1089147,ORD1089147,11/7/2023,UPI,Success,457.87,0,0
PAY1089148,ORD1089148,12/28/2024,Cardless EMI,,19561.5,293.42,0
PAY1089149,ORD1089149,3/19/2025,UPI,Success,30713.02,0,0
PAY1089150,ORD1089150,,,Success,53886.26,0,0
PAY1089151,ORD1089151,,,Success,195018.71,0,0
PAY1089152,ORD1089152,,UPI,Success,120.4,0,0
PAY1089153,ORD1089153,2/16/2025,,Success,2541,0,0
PAY1089154,ORD1089154,12/19/2025,,Success,52322.44,0,0
PAY1089155,ORD1089155,7/12/2025,,Success,26334,395.01,
PAY1089156,ORD1089156,12/13/2025,Cash on Delivery,Success,36666,0,0
PAY1089157,ORD1089157,4/18/2025,UPI,Success,,0,0
PAY1089158,ORD1089158,3/18/2023,UPI,Success,,0,0
PAY1089159,ORD1089159,1/11/2025,UPI,,,0,
PAY1089160,ORD1089160,5/18/2025,UPI,Success,1002.54,0,0
PAY1089161,ORD1089161,,UPI,Success,2415,,0
,ORD1089162,10/5/2025,Debit Card,Success,,0,0
PAY1089163,ORD1089163,12/27/2025,UPI,Failed,0,0,
PAY1089164,ORD1089164,7/17/2025,,Success,37098.7,0,0
PAY1089165,ORD1089165,10/11/2023,,Success,12190.5,0,0
PAY1089166,ORD1089166,7/21/2024,Cash on Delivery,Not Charged,0,0,0
PAY1089167,ORD1089167,,Cash on Delivery,Success,3082.28,0,0
